NCTId,BriefTitle,Condition,Phase,StudyType,InterventionType,InterventionName,Enrollment,StartDate,PrimaryCompletionDate,OverallStatus,LeadSponsorName,planned_enrollment,num_conditions,num_interventions,planned_duration_days,sponsor_type_industry,intervention_type,start_year,has_multiple_conditions,has_multiple_interventions,is_large_trial,label
NCT01724606,Whole Brain Radiotherapy (WBRT) With Sorafenib for Breast Cancer Brain Metastases (BCBM),Breast Cancer; Brain Metastases,PHASE1,INTERVENTIONAL,RADIATION; DRUG,Whole Brain Radiotherapy (WBRT); Sorafenib,21,2012-11-05,2022-03-01,COMPLETED,Memorial Sloan Kettering Cancer Center,21.0,2,2,3403.0,0,RADIATION,2012.0,1,1,0,1.0
NCT00004004,Procarbazine in Treating Patients With Recurrent Brain Tumor,Brain and Central Nervous System Tumors,PHASE1; PHASE2,INTERVENTIONAL,DRUG,procarbazine hydrochloride,,1999-07,,COMPLETED,New Approaches to Brain Tumor Therapy Consortium,,1,1,,0,DRUG,1999.0,0,0,0,1.0
NCT03346252,The Effect of Botulinum Toxin A on Headache Attributed to TMD,Secondary Headache Disorder,EARLY_PHASE1,INTERVENTIONAL,DRUG,Botulinum Toxin type A,20,2017-05-08,2021-03-15,COMPLETED,State University of New York at Buffalo,20.0,1,1,1407.0,0,DRUG,2017.0,0,0,0,1.0
NCT03283449,Tau PET Imaging in Atypical Dementias,Primary Progressive Aphasia With Suspected Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DEVICE,18F-AV-1451; PET,70,2016-02,2025-02-28,COMPLETED,University of Chicago,70.0,1,2,3315.0,0,DRUG,2016.0,0,1,0,1.0
NCT01273467,A Safety and Tolerability Study of 42037788 (Referred to as CNTO 0007) Compared With Placebo in Patients Who Have Experienced Ischemic Cerebral Infarction (Also Known as Stroke),Stroke; Ischemia; Infarction,PHASE1,INTERVENTIONAL,DRUG; DRUG,CNTO 0007 or placebo (Stage A); CNTO 0007 or placebo (Stage B),13,2010-12,,COMPLETED,"Janssen Research & Development, LLC",13.0,3,2,,1,DRUG,2010.0,1,1,0,1.0
NCT00200109,Occipital Nerve Stimulation for the Treatment of Chronic Migraine Headache.,Chronic Migraine Headache,PHASE1,INTERVENTIONAL,DEVICE,Occipital Nerve Stimulation,110,2004-05,2008-06,COMPLETED,MedtronicNeuro,110.0,1,1,1492.0,0,DEVICE,2004.0,0,0,1,1.0
NCT00836628,Study of Busulfan for Refractory Central Nervous System (CNS) Tumors,Refractory Brain Tumors,PHASE1,INTERVENTIONAL,DRUG,Busulfan,0,2008-07,2010-10,WITHDRAWN,Ann & Robert H Lurie Children's Hospital of Chicago,0.0,1,1,822.0,0,DRUG,2008.0,0,0,0,0.0
NCT03413319,Extension Study of ABBV-8E12 in Patients With Progressive Supranuclear Palsy (PSP) Who Completed Study C2N-8E12-WW-104,Progressive Supranuclear Palsy (PSP),PHASE1,INTERVENTIONAL,DRUG,ABBV-8E12,3,2018-04-17,2019-11-20,COMPLETED,AbbVie,3.0,1,1,582.0,0,DRUG,2018.0,0,0,0,1.0
NCT01709071,Safety and Immunogenicity of a New Inactivated Poliovirus Vaccine in Infants,Poliomyelitis,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG; DRUG; DRUG; DRUG,IPV; Low dose Sabin-IPV; Low dose adjuvanted Sabin-IPV; Middle dose Sabin-IPV; Middle dose adjuvanted Sabin-IPV; High dose Sabin-IPV; High dose adjuvanted Sabin-IPV,140,2012-02,2012-11,COMPLETED,Pauline Verdijk,140.0,1,7,274.0,0,DRUG,2012.0,0,1,1,1.0
NCT02305316,Single-dose Pharmacokinetics and Relative Bioavailability of Two Different Formulations of Opicapone,Parkinson Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,BIA 9-1067 non-micronized; BIA 9-1067 micronized,28,2014-02,2014-03,COMPLETED,Bial - Portela C S.A.,28.0,1,2,28.0,0,DRUG,2014.0,0,1,0,1.0
NCT05641311,Pharmacokinetic Study of Oral ALXN1840 in Japanese and Non-Japanese Adult Healthy Participants,Wilson Disease,PHASE1,INTERVENTIONAL,DRUG,ALXN1840,24,2019-02-20,2019-05-02,COMPLETED,"Alexion Pharmaceuticals, Inc.",24.0,1,1,71.0,1,DRUG,2019.0,0,0,0,1.0
NCT03983252,Effect of Alemtuzumab on Microglial Activation Positron Emission Tomography (PET) in Multiple Sclerosis,Multiple Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,DRUG,[F-18]PBR06,0,2021-12,2024-05-01,WITHDRAWN,Brigham and Women's Hospital,0.0,1,1,882.0,0,DRUG,2021.0,0,0,0,0.0
NCT02942264,Zotiraciclib (TG02) Plus Dose-Dense or Metronomic Temozolomide Followed by Randomized Phase II Trial of Zotiraciclib (TG02) Plus Temozolomide Versus Temozolomide Alone in Adults With Recurrent Anaplastic Astrocytoma and Glioblastoma,Brain Tumor; Astrocytoma; Astroglioma; Glioblastoma; Gliosarcoma,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,Zotiraciclib (TG02); Temozolomide (TMZ),53,2016-12-14,2020-08-26,COMPLETED,National Cancer Institute (NCI),53.0,5,2,1351.0,0,DRUG,2016.0,1,1,0,1.0
NCT01083667,SOD1 Inhibition by Pyrimethamine in Familial Amyotrophic Lateral Sclerosis (ALS),Familial Amyotrophic Lateral Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Pyrimethamine,32,2009-11,2014-12,COMPLETED,Weill Medical College of Cornell University,32.0,1,1,1856.0,0,DRUG,2009.0,0,0,0,1.0
NCT05029609,Phase 1b Multiple Ascending Dose Study of Foralumab in Primary and Secondary Progressive MS,Primary Progressive Multiple Sclerosis; Secondary Progressive Multiple Sclerosis; Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG; DRUG,Intranasal Foralumab Solution; Placebo,0,2021-10,2022-11,WITHDRAWN,Tiziana Life Sciences LTD,0.0,3,2,396.0,1,DRUG,2021.0,1,1,0,0.0
NCT01865630,Safety and Efficacy Study of Etanercept for Aneurysmal Subarachnoid Hemorrhage,"Subarachnoid Hemorrhage, Aneurysmal",PHASE1,INTERVENTIONAL,DRUG,Etanercept,0,2021-01,2022-01,WITHDRAWN,Unity Health Toronto,0.0,1,1,365.0,0,DRUG,2021.0,0,0,0,0.0
NCT00374075,Study of Safety and Dosing Effect on SMN Levels of Valproic Acid (VPA) in Patients With Spinal Muscular Atrophy,Spinal Muscular Atrophy,PHASE1,INTERVENTIONAL,DRUG,Valproic Acid,42,2003-09,,COMPLETED,University of Utah,42.0,1,1,,0,DRUG,2003.0,0,0,0,1.0
NCT03019536,A Study of LY3303560 in Participants With Mild Cognitive Impairment or Alzheimer's Disease,Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG,LY3303560 - IV; Placebo - IV; Florbetapir F 18; Flortaucipir F18,22,2017-01-31,2019-06-05,COMPLETED,Eli Lilly and Company,22.0,1,4,855.0,0,DRUG,2017.0,0,1,0,1.0
NCT00633139,Long-term Metazym Treatment of Patients With Late Infantile Metachromatic Leukodystrophy (MLD),Late Infantile Metachromatic Leukodystrophy,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,Recombinant human Arylsulfatase A (rhASA),13,2007-01-22,2008-11-25,COMPLETED,Shire,13.0,1,1,673.0,0,BIOLOGICAL,2007.0,0,0,0,1.0
NCT00087009,"Beta-Glucan and Rituximab in Treating Young Patients With Relapsed or Progressive Lymphoma or Leukemia, or Lymphoproliferative Disorder Related to Donor Stem Cell Transplantation",Leukemia; Lymphoma; Lymphoproliferative Disorder,PHASE1,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL,beta-glucan; rituximab,3,2004-05,2008-08,TERMINATED,Memorial Sloan Kettering Cancer Center,3.0,3,2,1553.0,0,BIOLOGICAL,2004.0,1,1,0,0.0
NCT01801709,Intracerebral Gene Therapy for Children With Early Onset Forms of Metachromatic Leukodystrophy,Metachromatic Leukodystrophy,PHASE1; PHASE2,INTERVENTIONAL,GENETIC,intracerebral administration of AAVrh.10cuARSA,5,2014-06,2016-06,COMPLETED,"Institut National de la Santé Et de la Recherche Médicale, France",5.0,1,1,731.0,0,GENETIC,2014.0,0,0,0,1.0
NCT05806177,"Safety, Tolerability and Pharmacokinetics of AD16 Tablets After MAD in Healthy Chinese Adult Subjects",Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,AD16 30mg、40mg; AD16 Placebo 30mg、40mg,20,2020-05-26,2020-07-31,COMPLETED,South China Center For Innovative Pharmaceuticals,20.0,1,2,66.0,1,DRUG,2020.0,0,1,0,1.0
NCT02235792,High Frequency Oscillations in Neurologic Disease,Parkinson; Epilepsy,PHASE1,INTERVENTIONAL,DEVICE,Activa PC+S,7,2014-07,2020-11-20,COMPLETED,Mayo Clinic,7.0,2,1,2334.0,0,DEVICE,2014.0,1,0,0,1.0
NCT02655614,"A Study of GDC-0134 to Determine Initial Safety, Tolerability, and Pharmacokinetic Parameters in Participants With Amyotrophic Lateral Sclerosis",Amyotrophic Lateral Sclerosis,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG; DRUG,GDC-0134; Placebo; Rabeprazole; Midazolam; Caffeine,54,2016-05-31,2020-03-16,COMPLETED,"Genentech, Inc.",54.0,1,5,1385.0,1,DRUG,2016.0,0,1,0,1.0
NCT00003301,Irinotecan in Treating Patients With Recurrent Malignant Glioma,Brain and Central Nervous System Tumors,PHASE1; PHASE2,INTERVENTIONAL,DRUG,irinotecan hydrochloride,,1998-07,,COMPLETED,New Approaches to Brain Tumor Therapy Consortium,,1,1,,0,DRUG,1998.0,0,0,0,1.0
NCT03423121,A Trial of Bile Acid Supplementation in Patients With Multiple Sclerosis,Progressive Multiple Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,Tauroursodeoxycholic Acid; Placebo oral capsule,59,2018-06-19,2022-04-28,COMPLETED,Johns Hopkins University,59.0,1,2,1409.0,0,DRUG,2018.0,0,1,0,1.0
NCT06450223,Bioequivalence Study of Perampanel Tablets 12 mg,Epilepsy,PHASE1,INTERVENTIONAL,DRUG; DRUG,Perampanel 12 MG; Fycompa 12 mg film-coated tablets,30,2023-09-14,2023-09-20,COMPLETED,Humanis Saglık Anonim Sirketi,30.0,1,2,6.0,0,DRUG,2023.0,0,1,0,1.0
NCT01579383,Safety Tolerability and Pharmacokinetics of ALD403,Migraine Disorders,PHASE1,INTERVENTIONAL,BIOLOGICAL; BIOLOGICAL; BIOLOGICAL,ALD403; ALD403; Sumatriptan,104,2012-04,2012-12,COMPLETED,"Alder Biopharmaceuticals, Inc.",104.0,1,3,244.0,1,BIOLOGICAL,2012.0,0,1,1,1.0
NCT01498783,Phase I Study of 5-Fluorouracil in Children and Young Adults With Recurrent Ependymoma,Central Nervous System Malignancies; Ependymoma,PHASE1,INTERVENTIONAL,DRUG,5-fluorouracil,26,2011-12,2014-05,COMPLETED,St. Jude Children's Research Hospital,26.0,2,1,882.0,0,DRUG,2011.0,1,0,0,1.0
NCT04129242,taVNS for Upper Limb Rehabilitation,Stroke,EARLY_PHASE1,INTERVENTIONAL,DEVICE,Transcutaneous Auricular Vagus Nerve Stimulation (taVNS) + Task Specifc Training,20,2020-02-19,2022-10-05,COMPLETED,Medical University of South Carolina,20.0,1,1,959.0,0,DEVICE,2020.0,0,0,0,1.0
NCT01407341,Beta-Tricalcium Phosphate Bone Graft in Treating Patients Undergoing Surgery For Metastatic Spine Cancer,Adult Spinal Cord Neoplasm; Spinal Bone Metastases; Spinal Cord Compression,PHASE1,INTERVENTIONAL,PROCEDURE; PROCEDURE; PROCEDURE; OTHER,musculoskeletal complications management/prevention; bone graft; quality-of-life assessment; questionnaire administration,1,2011-06,2012-07,TERMINATED,University of Southern California,1.0,3,4,396.0,0,PROCEDURE,2011.0,1,1,0,0.0
NCT06643390,A Study of MK-2225 in Healthy Participants (MK-2225-003),Systemic Sclerosis,PHASE1,INTERVENTIONAL,DRUG; OTHER,MK-2225; Placebo,32,2023-11-21,2025-07-14,COMPLETED,Merck Sharp & Dohme LLC,32.0,1,2,601.0,1,DRUG,2023.0,0,1,0,1.0
NCT05542576,Study of AMDX-2011P as a Retinal Tracer in Subjects With Neurodegenerative Diseases Associated With Amyloidogenic Proteinopathy,Parkinson Disease; Amyotrophic Lateral Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,DRUG,AMDX2011P,13,2022-08-24,2023-03-15,COMPLETED,Amydis Inc.,13.0,2,1,203.0,1,DRUG,2022.0,1,0,0,1.0
NCT04931459,"A Study to Evaluate the Safety, Tolerability, and Blood Levels of ACU193 in Participants With MCI or Mild AD",Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,ACU193; Placebo,65,2021-06-21,2023-06-12,COMPLETED,Acumen Pharmaceuticals,65.0,1,2,721.0,1,DRUG,2021.0,0,1,0,1.0
NCT00003462,"Intrathecal Busulfan in Treating Patients With Recurrent, Refractory, or Metastatic Leptomeningeal Tumors",Brain and Central Nervous System Tumors,PHASE1,INTERVENTIONAL,DRUG,busulfan,20,1998-04,2001-02,COMPLETED,Duke University,20.0,1,1,1037.0,0,DRUG,1998.0,0,0,0,1.0
NCT00612651,PH I Addition of Farnesyl Transferase Inhibitor to Temozolomide for Pts w Gr 3 & 4 Malignant Gliomas,Gliosarcoma; Glioblastoma; Anaplastic Astrocytoma,PHASE1,INTERVENTIONAL,DRUG,Temodar and SCH 66336,37,2005-10,2009-01,COMPLETED,Duke University,37.0,3,1,1188.0,0,DRUG,2005.0,1,0,0,1.0
NCT00253461,11C Topotecan PET Imaging,"Lung Cancer; Metastatic Cancer; Ovarian Cancer; Unspecified Adult Solid Tumor, Protocol Specific",EARLY_PHASE1,INTERVENTIONAL,PROCEDURE; PROCEDURE; RADIATION; RADIATION,computed tomography; positron emission tomography; 11C topotecan; fludeoxyglucose F 18,7,2004-12,2009-11,TERMINATED,Case Comprehensive Cancer Center,7.0,4,4,1796.0,0,PROCEDURE,2004.0,1,1,0,0.0
NCT01086670,"Physical, Functional and Neural Effects of Two Lower Extremity Exercise Protocols in Children With Cerebral Palsy",Cerebral Palsy; Children; Adolescents,PHASE1; PHASE2,INTERVENTIONAL,OTHER,Physical Exercise,55,2010-03-30,2015-01-12,COMPLETED,National Institutes of Health Clinical Center (CC),55.0,3,1,1749.0,0,OTHER,2010.0,1,0,0,1.0
NCT00613054,Ph I Zactima + Imatinib Mesylate & Hydroxyurea for Pts w Recurrent Malignant Glioma,Glioblastoma; Gliosarcoma,PHASE1,INTERVENTIONAL,DRUG,"Zactima, Gleevec, Hydroxyurea",27,2007-11,2009-03,COMPLETED,Annick Desjardins,27.0,2,1,486.0,0,DRUG,2007.0,1,0,0,1.0
NCT00259467,Project TAP: Tailored Activities Project,Alzheimer's Disease,PHASE1,INTERVENTIONAL,BEHAVIORAL,Home-Based Behavorial Intervention,60,2004-02,,COMPLETED,Thomas Jefferson University,60.0,1,1,,0,BEHAVIORAL,2004.0,0,0,0,1.0
NCT03803007,Acute Ischemic Stroke Interventional Study,Acute Ischemic Stroke,PHASE1; PHASE2,INTERVENTIONAL,DRUG; OTHER,Intravenous ACT017 1000 mg; Intravenous Placebo,160,2019-03-06,2021-09-27,COMPLETED,Acticor Biotech,160.0,1,2,936.0,1,DRUG,2019.0,0,1,1,1.0
NCT04183634,"An Open, Randomised, Single Dose, 2-period, 2-sequence Crossover Adhesion Study of Two Different Transdermal Patches Containing Rotigotine.",Parkinson Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,Rotigotine TTS (Test); Neupro (Reference),31,2019-12-03,2020-03-16,TERMINATED,Sandoz,31.0,1,2,104.0,0,DRUG,2019.0,0,1,0,0.0
NCT02040987,AZD3293 Thorough QT Study in Healthy Male Volunteers,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG,AZD3293; AZD3293; Placebo; Moxifloxacin,52,2014-01,2014-05,COMPLETED,AstraZeneca,52.0,1,4,120.0,0,DRUG,2014.0,0,1,0,1.0
NCT03138421,Central Pain Study for ABX-1431,Neuromyelitis Optica Spectrum Disorder; Transverse Myelitis; Multiple Sclerosis; Longitudinally Extensive Transverse Myelitis,PHASE1,INTERVENTIONAL,DRUG; DRUG,ABX-1431 HCl; Placebo,9,2017-08-01,2018-07-23,COMPLETED,Abide Therapeutics,9.0,4,2,356.0,1,DRUG,2017.0,1,1,0,1.0
NCT02336321,Daily-life Brain Control Of A Hand Exoskeleton After Cervical Spinal Cord Injury,Spinal Cord Injury,PHASE1,INTERVENTIONAL,DEVICE,BNCI controlled hand exoskeleton,6,2014-04,2014-10,COMPLETED,University Hospital Tuebingen,6.0,1,1,183.0,0,DEVICE,2014.0,0,0,0,1.0
NCT02221947,"Study to Evaluate the Preliminary Safety, Efficacy, PK and PD of Bryostatin 1 in Patients With Alzheimer's Disease",Alzheimer's Disease,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,Bryostatin 1; Placebo,9,2014-06,2014-12,TERMINATED,"Neurotrope Bioscience, Inc.",9.0,1,2,183.0,1,DRUG,2014.0,0,1,0,0.0
NCT03599726,Improving Walking Automaticity in Parkinson's Disease: Levodopa or Donepezil,Parkinson Disease,EARLY_PHASE1,INTERVENTIONAL,DRUG; DRUG,Donepezil; Placebo,20,2018-07-30,2019-05-30,COMPLETED,Oregon Health and Science University,20.0,1,2,304.0,0,DRUG,2018.0,0,1,0,1.0
NCT04468347,"Flortaucipir PET Imaging in the Preclinical, Prodromal and Dementia Phases of Alzheimer's Disease",Alzheimer Disease; Mild Cognitive Impairment,PHASE1,INTERVENTIONAL,DRUG; PROCEDURE,Flortaucipir F18; Brain PET scan,89,2014-10,2018-02,COMPLETED,Avid Radiopharmaceuticals,89.0,2,2,1219.0,1,DRUG,2014.0,1,1,0,1.0
NCT02055638,"Safety, Tolerability and Activity of SRX246 in Adults With Intermittent Explosive Disorder",Intermittent Explosive Disorder,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,SRX246; Placebo,97,2014-05,2016-05,COMPLETED,Azevan Pharmaceuticals,97.0,1,2,731.0,1,DRUG,2014.0,0,1,0,1.0
NCT02269930,Study to Evaluate the Pharmacokinetic Profiles of BIIB017 (Peginterferon Beta-1a) and Rebif® (Interferon Beta-1a) in Healthy Volunteers,Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG; DRUG,peginterferon beta-1a; Rebif,30,2014-10,2014-12,COMPLETED,Biogen,30.0,1,2,61.0,0,DRUG,2014.0,0,1,0,1.0
NCT03316898,A FDG-PET Study of AGN-242071 Added to Standard-of-Care (Donepezil ± Memantine) for the Treatment of Participants With Mild to Moderate Alzheimer's Disease,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG,AGN-242071; Placebo; Donepezil; Memantine,0,2018-09-30,2018-11-04,WITHDRAWN,Allergan,0.0,1,4,35.0,0,DRUG,2018.0,0,1,0,0.0
NCT01073787,Intravenous Fluid for Pediatric Migraine in the Emergency Department,Migraine; Headache,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Normal saline,46,2010-07,2012-11,COMPLETED,University of Alberta,46.0,2,1,854.0,0,DRUG,2010.0,1,0,0,1.0
NCT02492516,Intravenous Injection of Adipose Derived Mesenchymal Stem Cell for ALS,Amyotrophic Lateral Sclerosis,PHASE1,INTERVENTIONAL,BIOLOGICAL,mesenchymal stem cells,19,2014-09,2017-03,COMPLETED,Royan Institute,19.0,1,1,912.0,0,BIOLOGICAL,2014.0,0,0,0,1.0
NCT05074498,"Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of TB006 in Participants With Alzheimer's Disease",Alzheimer's Disease,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,TB006; Placebo,154,2021-10-08,2022-10-13,COMPLETED,"TrueBinding, Inc.",154.0,1,2,370.0,1,DRUG,2021.0,0,1,1,1.0
NCT00764049,Single Pass Albumin Dialysis in Patients With Cirrhosis,Cirrhosis; Acute on Chronic Hepatic Failure; Hepatorenal Syndrome; Encephalopathy,PHASE1; PHASE2,INTERVENTIONAL,DEVICE,Single pass albumin dialysis,11,2009-06,2012-01,COMPLETED,Assistance Publique - Hôpitaux de Paris,11.0,4,1,944.0,0,DEVICE,2009.0,1,0,0,1.0
NCT05844787,"A Study to Evaluate the Safety, Tolerability and Pharmacokinetics Profile of MT101-5 in Healthy Volunteers",Parkinson's Disease,PHASE1,INTERVENTIONAL,DRUG,MT101-5,48,2022-07-11,2023-02-23,COMPLETED,"Mthera Pharma Co., Ltd.",48.0,1,1,227.0,1,DRUG,2022.0,0,0,0,1.0
NCT03296852,Study: SONAS Ultrasound for Detecting Stroke SONAS Ultrasound for Detecting Stroke,"Stroke, Acute",EARLY_PHASE1,INTERVENTIONAL,DIAGNOSTIC_TEST; DRUG,SONAS Ultrasound Device; Lumason,12,2018-04-19,2018-09-26,COMPLETED,"University of California, Los Angeles",12.0,1,2,160.0,0,DIAGNOSTIC_TEST,2018.0,0,1,0,1.0
NCT01287936,A Study of Modified Stem Cells in Stable Ischemic Stroke,Chronic Ischemic Stroke,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,SB623,18,2011-01,2015-08,COMPLETED,"SanBio, Inc.",18.0,1,1,1673.0,1,BIOLOGICAL,2011.0,0,0,0,1.0
NCT01175993,Effects of Rapid-Resisted Exercise and Bright Light Therapy on Ambulatory Adults With Traumatic Brain Injury,Adult; Traumatic Brain Injury; fMRI,PHASE1; PHASE2,INTERVENTIONAL,OTHER,Elliptical exercise,34,2011-08-24,2014-02-04,COMPLETED,National Institutes of Health Clinical Center (CC),34.0,3,1,895.0,0,OTHER,2011.0,1,0,0,1.0
NCT01545271,Xenon and Cooling Therapy in Babies at High Risk of Brain Injury Following Poor Condition at Birth,Hypoxic Ischaemic Encephalopathy,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DEVICE,xenon gas; Whole body cooling,32,2012-05,2013-10,COMPLETED,University Hospitals Bristol and Weston NHS Foundation Trust,32.0,1,2,518.0,0,DRUG,2012.0,0,1,0,1.0
NCT00551863,Developing Violence Prevention Therapy for Substance Abusers,Substance Use Disorders; Violence,PHASE1; PHASE2,INTERVENTIONAL,BEHAVIORAL,IVPT,131,2004-06,2008-03,COMPLETED,University of Michigan,131.0,2,1,1369.0,0,BEHAVIORAL,2004.0,1,0,1,1.0
NCT01321333,Study of Human Central Nervous System Stem Cells (HuCNS-SC) in Patients With Thoracic Spinal Cord Injury,Thoracic Spinal Cord Injury; Spinal Cord Injury; Spinal Cord Injury Thoracic; Spinal Cord Trauma,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,HuCNS-SC cells,12,2011-03,2015-04,COMPLETED,"StemCells, Inc.",12.0,4,1,1492.0,1,BIOLOGICAL,2011.0,1,0,0,1.0
NCT05998395,JAK/STAT Inhibition in CNS Kohlmeier-Degos Disease,Kohlmeier Degos Disease With Neurologic Involvement,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Ruxolitinib,1,2023-09-28,2025-02-28,COMPLETED,"National Heart, Lung, and Blood Institute (NHLBI)",1.0,1,1,519.0,0,DRUG,2023.0,0,0,0,1.0
NCT05727657,Satralizumab in Aneurysmal Subarachnoid Hemorrhage,Aneurysmal Subarachnoid Hemorrhage; Delayed Cerebral Ischemia,EARLY_PHASE1,INTERVENTIONAL,DRUG,Satralizumab,0,2024-06,2024-06-24,WITHDRAWN,University of Florida,0.0,2,1,23.0,0,DRUG,2024.0,1,0,0,0.0
NCT01730547,Mesenchymal Stem Cells for Multiple Sclerosis,Multiple Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,Autologous mesenchymal stem cells,2,2013-02,2019-05-09,COMPLETED,Karolinska Institutet,2.0,1,1,2288.0,0,BIOLOGICAL,2013.0,0,0,0,1.0
NCT06429085,"Rex Robot Assisted Rehabilitation to Enhance Balance and Mobility for People With Multiple Sclerosis, Clinical and Biomarker Study - RAPPER IV",Multiple Sclerosis,PHASE1,INTERVENTIONAL,DEVICE,Rex robotic assisted balance exercises,20,2018-12-18,2020-03-31,COMPLETED,East Kent Hospitals University NHS Foundation Trust,20.0,1,1,469.0,0,DEVICE,2018.0,0,0,0,1.0
NCT01747135,Hydroxypropyl Beta Cyclodextrin for Niemann-Pick Type C1 Disease,"Niemann-Pick Disease, Type C1",PHASE1,INTERVENTIONAL,DRUG,VTS-270,14,2013-01,2017-03,COMPLETED,"Vtesse, LLC, a Mallinckrodt Pharmaceuticals Company",14.0,1,1,1520.0,1,DRUG,2013.0,0,0,0,1.0
NCT00358293,Study of Nighttime Dosing of Sublingual Tizanidine (12 mg) in Multiple Sclerosis (MS) Patients With Significant Spasticity,Muscle Spasticity,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Tizanidine (sublingual or oral),20,2006-12,,COMPLETED,Teva GTC,20.0,1,1,,0,DRUG,2006.0,0,0,0,1.0
NCT02636647,Fecal Transplant in Recurrent Hepatic Encephalopathy,Hepatic Encephalopathy; Cirrhosis,PHASE1,INTERVENTIONAL,BIOLOGICAL,Fecal transplant,20,2015-10,2016-08,COMPLETED,Jasmohan Bajaj,20.0,2,1,305.0,0,BIOLOGICAL,2015.0,1,0,0,1.0
NCT02893826,Safety/Pharmacokinetic Study Comparing Intracisternal EG-1962 to Standard of Care Enteral Nimodipine in Adults With aSAH,"Subarachnoid Hemorrhage, Aneurysmal",PHASE1,INTERVENTIONAL,DRUG; DRUG,EG-1962 (nimodipine microparticles); Enteral Nimodipine,6,2016-09,2017-12,TERMINATED,Edge Therapeutics Inc,6.0,1,2,456.0,1,DRUG,2016.0,0,1,0,0.0
NCT05214378,High Frequency SARS for Neurogenic Bladder and Bowel Emptying,Spinal Cord Injury,EARLY_PHASE1,INTERVENTIONAL,DEVICE,Finetech-Brindley Sacral Anterior Roots Stimulation System,4,2022-07-01,2024-06-01,COMPLETED,VA Office of Research and Development,4.0,1,1,701.0,0,DEVICE,2022.0,0,0,0,1.0
NCT01357421,Effects of TT301 on Cytokine Levels Post Endotoxin Challenge,Traumatic Brain Injury,PHASE1,INTERVENTIONAL,DRUG; DRUG,TT301; Placebo,18,2011-05,2011-06,COMPLETED,"OPKO Health, Inc.",18.0,1,2,31.0,1,DRUG,2011.0,0,1,0,1.0
NCT02403947,MEsenchymal StEm Cells for Multiple Sclerosis,Multiple Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,Mesenchymal stem cells; Suspension media,1,2015-02,2017-12,TERMINATED,"University Hospital, Toulouse",1.0,1,2,1034.0,0,DRUG,2015.0,0,1,0,0.0
NCT03681158,Study of Excretion Balance and Pharmacokinetics of [14C]-Sodium Valproate (3.7 MBq) in Healthy Postmenopausal or Permanently Sterile Female Subjects,Epilepsy,PHASE1,INTERVENTIONAL,DRUG,sodium valproate,5,2018-10-05,2019-04-11,COMPLETED,Sanofi,5.0,1,1,188.0,0,DRUG,2018.0,0,0,0,1.0
NCT00701389,"Study to Evaluate the Safety, Tolerability, and Blood Pressure Effect of an Oral Dose of Sumatriptan Alone and in Combination With MK-0974 (Telcagepant) in Migraine Patients (0974-026)",Migraine Disorders,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG,telcagepant potassium; sumatriptan; sumatriptan placebo; telcagepant potassium placebo,24,2007-11-20,2008-04-10,COMPLETED,Merck Sharp & Dohme LLC,24.0,1,4,142.0,1,DRUG,2007.0,0,1,0,1.0
